postcode	district	x	y	lat	lon
B6	Birmingham	407800	289600	52.5	-1.8799999999999999
B60	Birmingham	396600	269800	52.32	-2.04
B61	Birmingham	395400	271900	52.340000000000003	-2.0600000000000001
B62	Birmingham	397800	284300	52.450000000000003	-2.0299999999999998
B63	Birmingham	395500	283800	52.450000000000003	-2.0600000000000001
B64	Birmingham	395400	286100	52.469999999999999	-2.0600000000000001
B65	Birmingham	397100	287300	52.479999999999997	-2.04
B66	Birmingham	402400	288400	52.490000000000002	-1.96
B67	Birmingham	401600	287600	52.479999999999997	-1.97
B68	Birmingham	400000	286800	52.469999999999999	-2
B69	Birmingham	398100	289400	52.5	-2.02
B7	Birmingham	408700	288400	52.490000000000002	-1.8700000000000001
B70	Birmingham	399800	291400	52.520000000000003	-2
B71	Birmingham	400700	293100	52.530000000000001	-1.98
B72	Birmingham	412100	294900	52.549999999999997	-1.8200000000000001
B73	Birmingham	410700	295000	52.549999999999997	-1.8400000000000001
B74	Birmingham	409600	298400	52.579999999999998	-1.8500000000000001
B75	Birmingham	413000	297900	52.57	-1.8
B76	Birmingham	414500	294200	52.539999999999999	-1.78
B77	Birmingham	422500	302400	52.609999999999999	-1.6599999999999999
B78	Birmingham	422100	301000	52.600000000000001	-1.6699999999999999
B79	Birmingham	421600	305900	52.649999999999999	-1.6799999999999999
B8	Birmingham	410800	288100	52.490000000000002	-1.8400000000000001
B80	Birmingham	407100	264300	52.270000000000003	-1.8899999999999999
B9	Birmingham	410300	286700	52.469999999999999	-1.8400000000000001
B90	Birmingham	412000	278100	52.399999999999999	-1.8200000000000001
B91	Birmingham	414800	279600	52.409999999999997	-1.78
B92	Birmingham	415400	282100	52.43	-1.77
B93	Birmingham	417500	275900	52.380000000000003	-1.74
B94	Birmingham	414200	272600	52.350000000000001	-1.79
B95	Birmingham	415000	265300	52.280000000000001	-1.77
B96	Birmingham	402700	261600	52.25	-1.96
B97	Birmingham	403100	266800	52.289999999999999	-1.95
B98	Birmingham	405900	267300	52.299999999999997	-1.9099999999999999
BA1	Bath	375000	165900	51.390000000000001	-2.3599999999999999
BA10	Bath	368800	135000	51.109999999999999	-2.4399999999999999
BA11	Bath	377300	148700	51.229999999999997	-2.3199999999999998
BA12	Bath	386900	141400	51.170000000000002	-2.1800000000000002
BA13	Bath	387500	151500	51.259999999999998	-2.1699999999999999
BA14	Bath	386000	157800	51.310000000000002	-2.2000000000000002
BA15	Bath	381600	161400	51.350000000000001	-2.2599999999999998
BA16	Bath	348000	136500	51.119999999999997	-2.7400000000000002
BA2	Bath	373800	162400	51.359999999999999	-2.3700000000000001
BA20	Bath	354900	115600	50.93	-2.6400000000000001
BA21	Bath	355500	117100	50.950000000000003	-2.6299999999999999
BA22	Bath	355300	119000	50.960000000000001	-2.6299999999999999
BA3	Bath	367000	153000	51.270000000000003	-2.4700000000000002
BA4	Bath	362900	141500	51.170000000000002	-2.5299999999999998
BA5	Bath	354400	146200	51.210000000000001	-2.6499999999999999
BA6	Bath	350700	138200	51.140000000000001	-2.7000000000000002
BA7	Bath	363700	132300	51.079999999999998	-2.5099999999999998
BA8	Bath	371200	122300	50.990000000000002	-2.4100000000000001
BA9	Bath	371300	128800	51.049999999999997	-2.3999999999999999
BB1	Blackburn	369500	429000	53.75	-2.46
BB10	Blackburn	385600	433700	53.789999999999999	-2.21
BB11	Blackburn	383400	431900	53.780000000000001	-2.25
BB12	Blackburn	380900	434200	53.799999999999997	-2.29
BB18	Blackburn	388800	446500	53.909999999999997	-2.1699999999999999
BB2	Blackburn	367000	427400	53.740000000000002	-2.5
BB3	Blackburn	369300	422500	53.689999999999998	-2.46
BB4	Blackburn	380900	423100	53.700000000000003	-2.29
BB5	Blackburn	375500	428800	53.75	-2.3700000000000001
BB6	Blackburn	372600	433000	53.789999999999999	-2.4100000000000001
BB7	Blackburn	374600	442000	53.869999999999997	-2.3799999999999999
BB8	Blackburn	389300	440200	53.850000000000001	-2.1600000000000001
BB9	Blackburn	385900	437900	53.829999999999998	-2.21
BD1	Bradford	416300	433300	53.789999999999999	-1.75
BD10	Bradford	418100	437300	53.829999999999998	-1.72
BD11	Bradford	421400	428400	53.75	-1.6699999999999999
BD12	Bradford	415800	427800	53.740000000000002	-1.76
BD13	Bradford	409300	432200	53.780000000000001	-1.8500000000000001
BD14	Bradford	412100	431800	53.780000000000001	-1.8100000000000001
BD15	Bradford	410800	434800	53.810000000000002	-1.8300000000000001
BD16	Bradford	411000	439200	53.840000000000003	-1.8300000000000001
BD17	Bradford	415300	439000	53.840000000000003	-1.76
BD18	Bradford	414700	437300	53.829999999999998	-1.77
BD19	Bradford	419000	425700	53.719999999999999	-1.71
BD2	Bradford	417500	435400	53.810000000000002	-1.73
BD20	Bradford	403500	444500	53.890000000000001	-1.9399999999999999
BD21	Bradford	406200	440900	53.859999999999999	-1.8999999999999999
BD22	Bradford	403100	438800	53.840000000000003	-1.95
BD23	Bradford	396500	455200	53.990000000000002	-2.0499999999999998
BD24	Bradford	382100	464700	54.07	-2.27
BD3	Bradford	418000	433600	53.789999999999999	-1.72
BD4	Bradford	418600	431100	53.770000000000003	-1.71
BD5	Bradford	416000	431400	53.770000000000003	-1.75
BD6	Bradford	414300	429800	53.759999999999998	-1.78
BD7	Bradford	414400	431900	53.780000000000001	-1.78
BD8	Bradford	414400	433900	53.799999999999997	-1.78
BD9	Bradford	413900	435100	53.810000000000002	-1.78
BH1	Bournemouth	409900	91700	50.719999999999999	-1.8600000000000001
BH10	Bournemouth	407700	95500	50.75	-1.8899999999999999
BH11	Bournemouth	405900	95800	50.759999999999998	-1.9099999999999999
BH12	Bournemouth	405200	93100	50.729999999999997	-1.9199999999999999
BH13	Bournemouth	405800	90100	50.710000000000001	-1.9099999999999999
BH14	Bournemouth	404000	91400	50.719999999999999	-1.9399999999999999
BH15	Bournemouth	401100	91400	50.719999999999999	-1.98
BH16	Bournemouth	396900	93200	50.729999999999997	-2.04
BH17	Bournemouth	401800	94100	50.740000000000002	-1.97
BH18	Bournemouth	400500	95500	50.75	-1.99
BH19	Bournemouth	402200	79100	50.609999999999999	-1.97
BH2	Bournemouth	408400	91400	50.719999999999999	-1.8799999999999999
BH20	Bournemouth	389700	87500	50.68	-2.1400000000000001
BH21	Bournemouth	401900	101500	50.810000000000002	-1.97
BH22	Bournemouth	407900	100700	50.799999999999997	-1.8799999999999999
BH23	Bournemouth	417400	94100	50.740000000000002	-1.75
BH24	Bournemouth	415100	105000	50.840000000000003	-1.78
BH25	Bournemouth	424200	94800	50.75	-1.6499999999999999
BH3	Bournemouth	408500	92900	50.729999999999997	-1.8799999999999999
BH31	Bournemouth	409000	108500	50.869999999999997	-1.8700000000000001
BH4	Bournemouth	407200	91300	50.719999999999999	-1.8899999999999999
BH5	Bournemouth	411700	91800	50.719999999999999	-1.8300000000000001
BH6	Bournemouth	413800	92000	50.719999999999999	-1.8
BH7	Bournemouth	411900	92900	50.729999999999997	-1.8300000000000001
BH8	Bournemouth	410500	93500	50.740000000000002	-1.8500000000000001
BH9	Bournemouth	409100	94500	50.740000000000002	-1.8700000000000001
BL0	Bolton	379200	416600	53.640000000000001	-2.3100000000000001
BL1	Bolton	370600	410500	53.590000000000003	-2.4399999999999999
BL2	Bolton	373900	410200	53.579999999999998	-2.3900000000000001
BL3	Bolton	371400	407700	53.560000000000002	-2.4300000000000002
BL4	Bolton	373500	405700	53.539999999999999	-2.3999999999999999
BL5	Bolton	365900	406000	53.539999999999999	-2.5099999999999998
BL6	Bolton	364300	410700	53.590000000000003	-2.5299999999999998
BL7	Bolton	372100	414900	53.630000000000003	-2.4199999999999999
BL8	Bolton	378400	412100	53.600000000000001	-2.3199999999999998
BL9	Bolton	381100	410600	53.590000000000003	-2.2799999999999998
BN1	Brighton	531100	106100	50.829999999999998	-0.13
BN10	Brighton	541100	101500	50.789999999999999	0.0030000000000000001
BN11	Brighton	514400	102800	50.810000000000002	-0.37
BN12	Brighton	511000	102800	50.810000000000002	-0.41999999999999998
BN13	Brighton	512300	104700	50.829999999999998	-0.40000000000000002
BN14	Brighton	514100	104900	50.829999999999998	-0.38
BN15	Brighton	518000	104800	50.829999999999998	-0.32000000000000001
BN16	Brighton	506100	102800	50.810000000000002	-0.48999999999999999
BN17	Brighton	503200	102700	50.810000000000002	-0.53000000000000003
BN18	Brighton	500000	106500	50.840000000000003	-0.56999999999999995
BN2	Brighton	533600	104500	50.82	-0.10000000000000001
BN20	Brighton	559000	99700	50.770000000000003	0.25
BN21	Brighton	560500	99500	50.770000000000003	0.27000000000000002
BN22	Brighton	561000	101300	50.780000000000001	0.28000000000000003
BN23	Brighton	563000	102400	50.789999999999999	0.31
BN24	Brighton	564200	104500	50.810000000000002	0.33000000000000002
BN25	Brighton	548700	99600	50.770000000000003	0.11
BN26	Brighton	556600	104800	50.82	0.22
BN27	Brighton	559300	110500	50.869999999999997	0.26000000000000001
BN3	Brighton	528500	105500	50.829999999999998	-0.17000000000000001
BN41	Brighton	525700	106100	50.840000000000003	-0.20999999999999999
BN42	Brighton	524500	105700	50.829999999999998	-0.23000000000000001
BN43	Brighton	522100	105500	50.829999999999998	-0.26000000000000001
BN44	Brighton	518000	111500	50.890000000000001	-0.32000000000000001
BN45	Brighton	527700	111600	50.880000000000003	-0.17999999999999999
BN5	Brighton	521700	115600	50.920000000000002	-0.26000000000000001
BN6	Brighton	529800	116100	50.920000000000002	-0.14999999999999999
BN7	Brighton	540700	110600	50.869999999999997	0.001
BN8	Brighton	544200	114700	50.909999999999997	0.050000000000000003
BN9	Brighton	544500	101600	50.789999999999999	0.050000000000000003
BR1	Bromley	540600	170000	51.409999999999997	0.02
BR2	Bromley	540700	167500	51.380000000000003	0.02
BR3	Bromley	537000	169000	51.399999999999999	-0.029999999999999999
BR4	Bromley	538700	166000	51.369999999999997	-0.0070000000000000001
BR5	Bromley	546400	167800	51.390000000000001	0.10000000000000001
BR6	Bromley	545700	165100	51.359999999999999	0.089999999999999997
BR7	Bromley	544100	170000	51.409999999999997	0.070000000000000007
BR8	Bromley	551400	168800	51.390000000000001	0.17000000000000001
BS1	Bristol	358800	172900	51.450000000000003	-2.5899999999999999
BS10	Bristol	357700	178800	51.5	-2.6099999999999999
BS11	Bristol	353200	177800	51.490000000000002	-2.6699999999999999
BS13	Bristol	357500	168300	51.409999999999997	-2.6099999999999999
BS14	Bristol	361000	168400	51.409999999999997	-2.5600000000000001
BS15	Bristol	364900	173500	51.450000000000003	-2.5
BS16	Bristol	364600	176400	51.479999999999997	-2.5099999999999998
BS2	Bristol	359700	173600	51.460000000000001	-2.5800000000000001
BS20	Bristol	347800	175900	51.469999999999999	-2.75
BS21	Bristol	341000	171000	51.43	-2.8399999999999999
BS22	Bristol	335300	162800	51.359999999999999	-2.9199999999999999
BS23	Bristol	332400	160900	51.340000000000003	-2.9700000000000002
BS24	Bristol	335100	159200	51.32	-2.9300000000000002
BS25	Bristol	342500	158300	51.32	-2.8199999999999998
BS26	Bristol	340400	153800	51.270000000000003	-2.8500000000000001
BS27	Bristol	346300	152800	51.270000000000003	-2.77
BS28	Bristol	343200	147700	51.219999999999999	-2.8100000000000001
BS29	Bristol	338900	159500	51.329999999999998	-2.8700000000000001
BS3	Bristol	358200	171200	51.43	-2.6000000000000001
BS30	Bristol	367200	171900	51.439999999999998	-2.4700000000000002
BS31	Bristol	365800	167800	51.399999999999999	-2.4900000000000002
BS32	Bristol	361200	182800	51.539999999999999	-2.5499999999999998
BS34	Bristol	360900	180700	51.520000000000003	-2.5600000000000001
BS35	Bristol	362000	188800	51.590000000000003	-2.54
BS36	Bristol	366300	180900	51.520000000000003	-2.48
BS37	Bristol	371100	182400	51.530000000000001	-2.4100000000000001
BS39	Bristol	363000	158900	51.32	-2.5299999999999998
BS4	Bristol	361000	170800	51.43	-2.5600000000000001
BS40	Bristol	351900	161100	51.340000000000003	-2.6899999999999999
BS41	Bristol	354700	169500	51.420000000000002	-2.6499999999999999
BS48	Bristol	348000	169900	51.420000000000002	-2.7400000000000002
BS49	Bristol	343100	164900	51.380000000000003	-2.8100000000000001
BS5	Bristol	361800	173800	51.460000000000001	-2.5499999999999998
BS6	Bristol	358400	174800	51.469999999999999	-2.5899999999999999
BS7	Bristol	359700	176600	51.479999999999997	-2.5800000000000001
BS8	Bristol	356900	173400	51.450000000000003	-2.6200000000000001
BS9	Bristol	356600	176700	51.479999999999997	-2.6200000000000001
BS99	Bristol	360200	173400	51.450000000000003	-2.5699999999999998
BT1	Belfast	146300	529800	54.590000000000003	-5.9199999999999999
BT10	Belfast	142500	525600	54.560000000000002	-5.9800000000000004
BT11	Belfast	141700	527400	54.57	-5.9900000000000002
BT12	Belfast	144500	529100	54.590000000000003	-5.9500000000000002
BT13	Belfast	144400	530600	54.600000000000001	-5.9500000000000002
BT14	Belfast	144300	532300	54.619999999999997	-5.96
BT15	Belfast	146300	532500	54.619999999999997	-5.9299999999999997
BT16	Belfast	154700	528400	54.590000000000003	-5.79
BT17	Belfast	140300	525100	54.549999999999997	-6.0099999999999998
BT18	Belfast	153500	534100	54.640000000000001	-5.8200000000000003
BT19	Belfast	163500	534700	54.649999999999999	-5.6600000000000001
BT2	Belfast	146200	529100	54.590000000000003	-5.9299999999999997
BT20	Belfast	163700	535400	54.649999999999999	-5.6600000000000001
BT21	Belfast	171300	532800	54.630000000000003	-5.54
BT22	Belfast	172200	517700	54.5	-5.5099999999999998
BT23	Belfast	159900	525000	54.560000000000002	-5.71
BT24	Belfast	148800	509300	54.409999999999997	-5.8700000000000001
BT25	Belfast	133200	507800	54.390000000000001	-6.1100000000000003
BT26	Belfast	136800	513900	54.450000000000003	-6.0599999999999996
BT27	Belfast	139800	520200	54.509999999999998	-6.0199999999999996
BT28	Belfast	135500	521900	54.520000000000003	-6.0800000000000001
BT29	Belfast	129300	533100	54.619999999999997	-6.1900000000000004
BT3	Belfast	148000	532000	54.619999999999997	-5.9000000000000004
BT30	Belfast	159200	499500	54.329999999999998	-5.7000000000000002
BT31	Belfast	141600	494200	54.270000000000003	-5.9699999999999998
BT32	Belfast	124100	501600	54.329999999999998	-6.2400000000000002
BT33	Belfast	146200	487600	54.219999999999999	-5.8899999999999997
BT34	Belfast	127100	481300	54.149999999999999	-6.1799999999999997
BT35	Belfast	110000	483500	54.159999999999997	-6.4400000000000004
BT36	Belfast	145100	538500	54.670000000000002	-5.9500000000000002
BT37	Belfast	148200	538300	54.670000000000002	-5.9000000000000004
BT38	Belfast	155500	543800	54.729999999999997	-5.79
BT39	Belfast	141500	546300	54.740000000000002	-6.0099999999999998
BT4	Belfast	150300	529900	54.600000000000001	-5.8600000000000003
BT40	Belfast	154700	556900	54.840000000000003	-5.8200000000000003
BT41	Belfast	125800	545900	54.729999999999997	-6.2599999999999998
BT42	Belfast	125200	559500	54.850000000000001	-6.2800000000000002
BT43	Belfast	126500	563400	54.890000000000001	-6.2599999999999998
BT44	Belfast	125900	572800	54.969999999999999	-6.2800000000000002
BT45	Belfast	101600	550500	54.759999999999998	-6.6299999999999999
BT46	Belfast	100800	562300	54.859999999999999	-6.6600000000000001
BT47	Belfast	66600	576800	54.969999999999999	-7.21
BT48	Belfast	59500	581300	55	-7.3200000000000003
BT49	Belfast	83800	583800	55.039999999999999	-6.9500000000000002
BT5	Belfast	150000	528400	54.579999999999998	-5.8700000000000001
BT51	Belfast	101200	583700	55.049999999999997	-6.6799999999999997
BT52	Belfast	103500	592100	55.130000000000003	-6.6500000000000004
BT53	Belfast	114600	585900	55.079999999999998	-6.4699999999999998
BT54	Belfast	129100	597800	55.200000000000003	-6.25
BT55	Belfast	100200	597400	55.18	-6.71
BT56	Belfast	104200	599200	55.189999999999998	-6.6399999999999997
BT57	Belfast	112600	599000	55.200000000000003	-6.5099999999999998
BT6	Belfast	148200	527500	54.579999999999998	-5.8899999999999997
BT60	Belfast	97500	498500	54.289999999999999	-6.6500000000000004
BT61	Belfast	99800	506800	54.359999999999999	-6.6200000000000001
BT62	Belfast	110400	511100	54.409999999999997	-6.46
BT63	Belfast	115200	509800	54.399999999999999	-6.3799999999999999
BT64	Belfast	115300	514900	54.450000000000003	-6.3899999999999997
BT65	Belfast	117000	514300	54.439999999999998	-6.3600000000000003
BT66	Belfast	119200	515300	54.450000000000003	-6.3300000000000001
BT67	Belfast	123600	518600	54.479999999999997	-6.2599999999999998
BT68	Belfast	85200	507600	54.359999999999999	-6.8399999999999999
BT69	Belfast	79100	514500	54.420000000000002	-6.9400000000000004
BT7	Belfast	146500	527800	54.579999999999998	-5.9199999999999999
BT70	Belfast	83800	524300	54.509999999999998	-6.8799999999999999
BT71	Belfast	95600	523300	54.509999999999998	-6.7000000000000002
BT74	Belfast	32000	509000	54.340000000000003	-7.6600000000000001
BT75	Belfast	54900	510800	54.369999999999997	-7.3099999999999996
BT76	Belfast	63300	515100	54.409999999999997	-7.1900000000000004
BT77	Belfast	68200	515600	54.420000000000002	-7.1100000000000003
BT78	Belfast	52800	532900	54.57	-7.3700000000000001
BT79	Belfast	64400	537900	54.619999999999997	-7.2000000000000002
BT8	Belfast	147500	523100	54.539999999999999	-5.9000000000000004
BT80	Belfast	93700	538100	54.640000000000001	-6.7400000000000002
BT81	Belfast	38400	547700	54.689999999999998	-7.6100000000000003
BT82	Belfast	51500	561400	54.82	-7.4199999999999999
BT9	Belfast	144800	526800	54.57	-5.9400000000000004
BT92	Belfast	44100	494600	54.219999999999999	-7.46
BT93	Belfast	22600	523400	54.460000000000001	-7.8200000000000003
BT94	Belfast	40300	512000	54.369999999999997	-7.54
CA1	Carlisle	341600	554900	54.880000000000003	-2.9100000000000001
CA10	Carlisle	357400	524200	54.609999999999999	-2.6499999999999999
CA11	Carlisle	349300	530200	54.659999999999997	-2.7799999999999998
CA12	Carlisle	326800	523600	54.600000000000001	-3.1299999999999999
CA13	Carlisle	311900	530300	54.659999999999997	-3.3599999999999999
CA14	Carlisle	300800	527700	54.630000000000003	-3.5299999999999998
CA15	Carlisle	304600	536200	54.710000000000001	-3.48
CA16	Carlisle	368800	520000	54.57	-2.48
CA17	Carlisle	377300	509300	54.469999999999999	-2.3500000000000001
CA18	Carlisle	309700	496300	54.350000000000001	-3.3900000000000001
CA19	Carlisle	310200	499900	54.380000000000003	-3.3799999999999999
CA2	Carlisle	339100	554800	54.880000000000003	-2.9399999999999999
CA20	Carlisle	305200	502600	54.409999999999997	-3.46
CA21	Carlisle	301800	506600	54.439999999999998	-3.5099999999999998
CA22	Carlisle	300800	510500	54.479999999999997	-3.5299999999999998
CA23	Carlisle	303400	514300	54.509999999999998	-3.4900000000000002
CA24	Carlisle	300200	514400	54.509999999999998	-3.54
CA25	Carlisle	301800	515200	54.520000000000003	-3.5099999999999998
CA26	Carlisle	304200	517600	54.539999999999999	-3.48
CA27	Carlisle	296900	511800	54.490000000000002	-3.5899999999999999
CA28	Carlisle	298000	517600	54.539999999999999	-3.5699999999999998
CA3	Carlisle	339800	557400	54.899999999999999	-2.9300000000000002
CA4	Carlisle	346500	550500	54.840000000000003	-2.8300000000000001
CA5	Carlisle	334800	551600	54.850000000000001	-3.0099999999999998
CA6	Carlisle	342900	567000	54.990000000000002	-2.8900000000000001
CA7	Carlisle	320500	546500	54.799999999999997	-3.23
CA8	Carlisle	356100	560700	54.93	-2.6800000000000002
CA9	Carlisle	373100	545300	54.799999999999997	-2.4100000000000001
CB1	Cambridge	549700	255400	52.170000000000002	0.19
CB10	Cambridge	555400	239300	52.030000000000001	0.26000000000000001
CB11	Cambridge	552000	235800	52	0.20999999999999999
CB2	Cambridge	545900	253800	52.159999999999997	0.13
CB3	Cambridge	538300	259200	52.210000000000001	0.02
CB4	Cambridge	544400	262700	52.240000000000002	0.11
CB5	Cambridge	550900	262400	52.229999999999997	0.20999999999999999
CB6	Cambridge	551300	280800	52.399999999999999	0.22
CB7	Cambridge	558000	276800	52.359999999999999	0.32000000000000001
CB8	Cambridge	565700	262000	52.229999999999997	0.41999999999999998
CB9	Cambridge	567300	245500	52.079999999999998	0.44
CF10	Cardiff	318300	175700	51.469999999999999	-3.1699999999999999
CF11	Cardiff	317200	175600	51.469999999999999	-3.1899999999999999
CF14	Cardiff	316600	180800	51.509999999999998	-3.2000000000000002
CF15	Cardiff	311700	182500	51.530000000000001	-3.27
CF23	Cardiff	320200	180300	51.509999999999998	-3.1499999999999999
CF24	Cardiff	319200	176900	51.479999999999997	-3.1600000000000001
CF3	Cardiff	322900	180700	51.509999999999998	-3.1099999999999999
CF31	Cardiff	290700	180100	51.5	-3.5699999999999998
CF32	Cardiff	290300	185800	51.560000000000002	-3.5800000000000001
CF33	Cardiff	282700	182000	51.520000000000003	-3.6899999999999999
CF34	Cardiff	285700	191500	51.609999999999999	-3.6499999999999999
CF35	Cardiff	294700	181500	51.520000000000003	-3.5099999999999998
CF36	Cardiff	282100	177600	51.479999999999997	-3.6899999999999999
CF37	Cardiff	307700	190200	51.600000000000001	-3.3300000000000001
CF38	Cardiff	307700	185500	51.560000000000002	-3.3300000000000001
YO31	York	461400	453000	53.960000000000001	-1.0600000000000001
CF39	Cardiff	301400	190200	51.600000000000001	-3.4199999999999999
CF40	Cardiff	299600	192300	51.619999999999997	-3.4500000000000002
CF41	Cardiff	297500	195400	51.640000000000001	-3.48
CF42	Cardiff	294800	197600	51.659999999999997	-3.52
CF43	Cardiff	299800	196500	51.649999999999999	-3.4399999999999999
CF44	Cardiff	299300	203200	51.710000000000001	-3.4500000000000002
CF45	Cardiff	305900	197600	51.659999999999997	-3.3599999999999999
CF46	Cardiff	310100	197100	51.659999999999997	-3.2999999999999998
CF47	Cardiff	305100	206800	51.75	-3.3700000000000001
CF48	Cardiff	305500	205600	51.740000000000002	-3.3599999999999999
CF5	Cardiff	313800	176700	51.479999999999997	-3.2400000000000002
CF61	Cardiff	297100	168700	51.399999999999999	-3.48
CF62	Cardiff	309000	168100	51.399999999999999	-3.2999999999999998
CF63	Cardiff	312700	168900	51.409999999999997	-3.25
CF64	Cardiff	317400	171200	51.43	-3.1800000000000002
CF71	Cardiff	299000	174700	51.460000000000001	-3.4500000000000002
CF72	Cardiff	303000	182200	51.530000000000001	-3.3900000000000001
CF81	Cardiff	314100	200900	51.700000000000003	-3.2400000000000002
CF82	Cardiff	314500	195500	51.649999999999999	-3.23
